Name,Address,Product,Draw,Value,Postal_Code,Latitude,Longitude
IDA MILK AND VARIETY,2988 DUFFERIN ST M6B-3T3 NORTH YORK,Daily Keno,09-Jul-2023,10000.0,M6B-3T3,43.710366,-79.454351
INS MARKET #5529,705 DON MILLS RD M3C-1S1 NORTH YORK,Daily Keno,09-Feb-2023,10000.0,M3C-1S1,43.709542,-79.333722
J STAR CONVENIENCE STORE,105 GUILDWOOD PKY M1E-1P1 SCARBOROUGH,Daily Keno,27-Mar-2023,10000.0,M1E-1P1,43.746659,-79.199877
J&J PETROLEUM,98 DUNDAS ST E K8V-1K9 TRENTON,Lottario,27-May-2023,10000.0,K8V-1K9,44.105135,-77.568614
JAY JALARAM INC.,499 MAIN ST S L6Y-1N7 BRAMPTON,Lottario,27-May-2023,10000.0,L6Y-1N7,43.666109,-79.737565
JEON SE GYE CANADA,65 RONCESVALLES AVE M6R-2K6 TORONTO,Encore - 649,29-Apr-2023,10000.0,M6R-2K6,43.6412173,-79.4469123
JIFFY MINIMART,270 CHANCELLOR DR L4L-7M1 WOODBRIDGE,Pick 4,04-Apr-2023,10000.0,L4L-7M1,36.83063406,-76.10792123
JOE'S CONVENIENCE STORE,10077 YONGE ST L4C-1T7 RICHMOND HILL,Lottario,01-Apr-2023,10000.0,L4C-1T7,43.873198,-79.43716
JOLLY'S VARIETY & GROCERY,6636 BARKER ST L2G-1Y8 NIAGARA FALLS,Encore - Lotto Max,14-Feb-2023,10000.0,L2G-1Y8,43.0868955,-79.1055742
KAMEL CONVENIENCE,3938 COTTRELLE BLVD L6P-2R1 BRAMPTON,Pick 4,07-Jun-2023,10000.0,L6P-2R1,43.784751,-79.662148
KEN'S VARIETY,10 VANIER DR N7L-4P6 CHATHAM,Lotto 649,08-Jul-2023,10000.0,N7L-4P6,42.4179677,-82.1761181
KFF CONVENIENCE,2375 BRIMLEY RD M1S-3L6 SCARBOROUGH,Pick 4,01-Jun-2023,10000.0,M1S-3L6,43.798341,-79.272434
LITTLE SHORT STOP STORE #1110,3014 KING ST E N2A-1B3 KITCHENER,CROSSWORD,31-3235,10000.0,N2A-1B3,43.428765,-80.431527
LITTLE SHORT STOP STORE #4060,175 BEVERLY ST N1R-7Y9 CAMBRIDGE,Encore - Pick 3,25-Feb-2023,10000.0,N1R-7Y9,43.366511,-80.304899
LITTLE SHORT STORE #3040,373 BRIDGE ST W N2K-3K3 WATERLOO,Lottario,22-Apr-2023,10000.0,N2K-3K3,43.495421,-80.501304
LITTLE SHORT STORE #4040,200 PRESTON PKY N3H-5N1 CAMBRIDGE,Lotto 649,01-Jul-2023,10000.0,N3H-5N1,43.399687,-80.376105
LOBLAWS #1066 - BURNAMTHORPE MARKET,380 THE EAST MALL M9B-6L5 ETOBICOKE,Lottario,10-Jun-2023,10000.0,M9B-6L5,43.643893,-79.560173
LS #2809 - SCARBOROUGH,1755 BRIMLEY RD M1P-0A3 SCARBOROUGH,Encore - Lotto Max,06-Jun-2023,10000.0,M1P-0A3,43.778004,-79.26325
LUCKY 7 CONVENIENCE,672 THE QUEENSWAY  S L4P-2G7 KESWICK,Encore - 649,11-Feb-2023,10000.0,L4P-2G7,44.199733,-79.466373
LUCKY TICKETS,1226 ISLINGTON AVE M8X-1Y8 ETOBICOKE,Pick 4,20-Apr-2023,10000.0,M8X-1Y8,43.6452266,-79.5240453
LUZON CONVENIENCE,284 COPPER CREEK DR L6B-1N7 MARKHAM,Lottario,25-Mar-2023,10000.0,L6B-1N7,43.8707988,-79.2215328
LYNN'S VARIETY INC,205 RICHMOND ST N9V-1G9 AMHERSTBURG,Lottario,24-Jun-2023,10000.0,N9V-1G9,42.103933,-83.105324
M & D VARIETY,2700 KIPLING AVE M9V-4P2 ETOBICOKE,Pick 4,05-Apr-2023,10000.0,M9V-4P2,43.75669,-79.58931
MAC'S LAUZON SOUTH,2675 LAUZON RD N8T-2Z5 WINDSOR,Encore - Lottario,06-May-2023,10000.0,N8T-2Z5,42.310715,-82.930349
MAC'S STURGEON FALLS,113 FRONT ST P2B-2H5 STURGEON FALLS,PAYLN MULTPR,31-2349,10000.0,P2B-2H5,46.366344,-79.924434
MACEWEN LUCAN (21018),33406 RICHMOND ST. N0M-2J0 LUCAN,Encore - Lotto Max,04-Jul-2023,10000.0,N0M-2J0,43.185532,-81.396887
MARINAS EXPRESS MART,19659 LESLIE ST L0G-1V0 SHARON,Pick 4,10-Apr-2023,10000.0,L0G-1V0,44.118227,-79.444629
MARKET,6400 400 HWY S L9S-0K6 INNISFIL,Lottario,15-Apr-2023,10000.0,L9S-0K6,44.245857,-79.671096
MC CONVENIENCE,411 MANHATTAN DR L3P-7P4 UNIONVILLE,Daily Keno,05-Feb-2023,10000.0,L3P-7P4,43.88111,-79.288753
MCDONOUGH'S YOUR INDEPENDENT GROCER,3777 STRANDHERD RD K2J-4B1 NEPEAN,POWER UP,31-2368,10000.0,K2J-4B1,45.268004,-75.746676
MEADOWVALE TICKET CENTRE,6677 MEADOWVALE TOWN CENT L5N-2R5 MISSISSAUGA,Lottario,06-May-2023,10000.0,L5N-2R5,43.583344,-79.759775
METRO #170- GARDINERS T.C.,460 GARDINERS RD K7M-7W8 KINGSTON,Encore - Lotto Max,17-Mar-2023,10000.0,K7M-7W8,44.235342,-76.567223
METRO #702- CLOVERDALE MALL,250 THE EAST MALL M9B-3Y8 ETOBICOKE,Lottario,18-Mar-2023,10000.0,M9B-3Y8,43.631587,-79.55522
METRO #853- PICKERING,1822 WHITE'S RD L1V-4M1 PICKERING,Encore - 649,27-May-2023,10000.0,L1V-4M1,43.830198,-79.122623
METRO #854- DERRY & 10TH LINE,3221 DERRY RD W L5N-7L7 MISSISSAUGA,Encore - Lotto Max,21-Feb-2023,10000.0,L5N-7L7,43.583215,-79.779055
MICHAEL'S CONVENIENCE,7080 WARDEN AVE L3R-5Y2 MARKHAM,POKER NIGHT,31-2341,10000.0,L3R-5Y2,43.822232,-79.325976
MILK'S PLUS,3312 DANFORTH AVE M1L-1C4 SCARBOROUGH,Daily Keno,01-Mar-2023,10000.0,M1L-1C4,43.693411,-79.27946
MISTER CONVENIENCE,102 ISLAND RD M1C-2P8 SCARBOROUGH,Lottario,04-Mar-2023,10000.0,M1C-2P8,43.798366,-79.138726
MOBIL @ NO FRILLS,15 PHOTOGRAPHY DR M6M-0A1 NORTH YORK,Lottario,01-Apr-2023,10000.0,M6M-0A1,43.686251,-79.482583
MR. GAS,4042 INNES RD K1C-1T1 ORLEANS,Lottario,04-Mar-2023,10000.0,K1C-1T1,45.455199,-75.505145
NECESSITIES,10A COUCHIE INDUSTRIAL RD P1B-8G5 NORTH BAY,BINGO MULTIP,31-3080,10000.0,P1B-8G5,46.333456,-79.522645
NEIGHBOUR'S FINE FOODS&FLOWERS&BALLOONS,4917 DUNDAS ST W M9A-1B6 ETOBICOKE,Pick 4,25-Jun-2023,10000.0,M9A-1B6,43.648482,-79.528533
NETHERBY VARIETY,7600 DURLIAT RD L3B-5N7 WELLAND,Encore - 649,03-May-2023,10000.0,L3B-5N7,42.96235675,-79.1207733
NEW GEN SUPERSTORE,4855 14TH AVE L3S-3L6 MARKHAM,Encore - 649,17-May-2023,10000.0,L3S-3L6,43.845429,-79.29357
NEWMARKET SMOKE SHOP,16635 YONGE ST L3X-1W3 NEWMARKET,BONUS MONEY,31-2355,10000.0,L3X-1W3,44.034296,-79.472019
NICKEL GATE CONVENIENCE,1 NICKEL GATE L4L-8L7 WOODBRIDGE,Daily Keno,01-Mar-2023,10000.0,L4L-8L7,43.788107,-79.62447
NORTHVIEW KFF CONVENIENCE,4949 BATHURST ST M2R-1Y1 NORTH YORK,Lottario,13-May-2023,10000.0,M2R-1Y1,43.774327,-79.442302
ONE STOP VARIETY,501 RITSON RD S L1H-5K3 OSHAWA,Encore - Lotto Max,30-Jun-2023,10000.0,L1H-5K3,43.88672,-78.84674
PARI'S MOUNT PLEASANT CONVENIENCE,60 COMMUTER DR L7A-0R3 BRAMPTON,Lotto 649,15-Jul-2023,10000.0,L7A-0R3,43.6757852,-79.821847
PARKWAY GROCERY,1469 PRINCESS ST K7M-3E9 KINGSTON,Encore - Lottario,18-Mar-2023,10000.0,K7M-3E9,44.252149,-76.533562
PETRO CANADA,10115 BRAMALEA RD L6R-1W6 BRAMPTON,Encore - 649,22-Mar-2023,10000.0,L6R-1W6,43.747167,-79.747117
PETRO CANADA,10561 HEART LAKE RD L6Z-0B6 BRAMPTON,Encore - 649,15-Mar-2023,10000.0,L6Z-0B6,43.736315,-79.779947
PETRO CANADA,1195 COUNTY 22 RD N0R-1C0 EMERYVILLE,Lottario,01-Apr-2023,10000.0,N0R-1C0,42.30116206,-82.784341
PETRO CANADA,12011 HURONTARIO ST L6Z-4P8 BRAMPTON,Daily Keno,09-May-2023,10000.0,L6Z-4P8,43.734362,-79.825155
PETRO CANADA,1270 BRIMLEY RD M1P-3G6 SCARBOROUGH,Daily Keno,06-Apr-2023,10000.0,M1P-3G6,43.769384,-79.262176
PETRO CANADA,1331 DUNDAS ST N5W-5P3 LONDON,THE BIG SPIN,31-3108,10000.0,N5W-5P3,42.996545,-81.203227
PETRO CANADA,1487 CENTRE ST L4J-3M7 THORNHILL,Daily Keno,10-Apr-2023,10000.0,L4J-3M7,43.805324,-79.473811
PETRO CANADA,1602 DUNDAS ST E L1N-2K8 WHITBY,Encore - Lotto Max,30-Jun-2023,10000.0,L1N-2K8,43.87119812,-78.9814644
PETRO CANADA,2250 VICTORIA PARK AVE M1R-1V9 NORTH YORK,Encore - Lotto Max,31-Mar-2023,10000.0,M1R-1V9,43.763212,-79.318154
PETRO CANADA,2265 DANFORTH AVE M4C-1K5 TORONTO,Pick 4,04-Apr-2023,10000.0,M4C-1K5,43.686551,-79.308001
PETRO CANADA,2295 DIVISION RD N8W-1Z7 WINDSOR,Encore - Lottario,18-Feb-2023,10000.0,N8W-1Z7,42.262642,-82.969639
PETRO CANADA,2329 STOUFFVILLE RD L0H-1G0 GORMLEY,Encore - Lotto Max,26-May-2023,10000.0,L0H-1G0,43.941623,-79.378426
PETRO CANADA,2863 DUFFERIN ST M6B-3S5 NORTH YORK,Daily Keno,21-Mar-2023,10000.0,M6B-3S5,43.707384,-79.45274
PETRO CANADA,3390 HWY 144 P0M-1L0 CHELMSFORD,Pick 4,20-Jun-2023,10000.0,P0M-1L0,46.58620279,-81.34227081
PETRO CANADA,471 MAIN ST S L6Y-1N6 BRAMPTON,Daily Keno,10-Feb-2023,10000.0,L6Y-1N6,43.668966,-79.738123
PETRO CANADA,471 MAIN ST S L6Y-1N6 BRAMPTON,Daily Keno,21-Mar-2023,10000.0,L6Y-1N6,43.668966,-79.738123
PETRO CANADA,471 MAIN ST S L6Y-1N6 BRAMPTON,Daily Keno,25-May-2023,10000.0,L6Y-1N6,43.668966,-79.738123
PETRO CANADA,690 HUNT CLUB RD K1V-1C3 OTTAWA,Pick 4,25-Jun-2023,10000.0,K1V-1C3,45.343026,-75.669884
PETRO CANADA,695 LAWRENCE AVE W M6A-1B4 TORONTO,Pick 4,04-Feb-2023,10000.0,M6A-1B4,43.715293,-79.446775
PETRO CANADA,730 GLEN FORREST BLVD N2L-4K8 WATERLOO,Daily Keno,15-Apr-2023,10000.0,N2L-4K8,43.493746,-80.548367
PETRO CANADA,900 PROGRESS AVE M1H-2Z9 SCARBOROUGH,Daily Keno,30-Apr-2023,10000.0,M1H-2Z9,43.782143,-79.234824
PETRO CANADA,901 SHEPPARD AVE W M3H-2T7 NORTH YORK,Encore - Pick 4,12-May-2023,10000.0,M3H-2T7,43.751156,-79.45706
PETRO CANADA,9550 YONGE ST L4C-1V6 RICHMOND HILL,Lottario,29-Apr-2023,10000.0,L4C-1V6,43.860481,-79.435341
PETRO CANADA,9981 CHINGUACOUSY RD L6X-0E8 BRAMPTON,Daily Keno,20-Jun-2023,10000.0,L6X-0E8,43.686412,-79.807589
PETRO- CANADA,5 ACE DR L6R-3Y2 BRAMPTON,Encore - 649,15-Apr-2023,10000.0,L6R-3Y2,43.76006251,-79.7942819
PETRO-CANADA,235 STEELES AVE E L9T-1Y2 MILTON,Encore - 649,27-May-2023,10000.0,L9T-1Y2,43.522173,-79.893966
PETRO-CANADA,235 STEELES AVE E L9T-1Y2 MILTON,Lottario,25-Mar-2023,10000.0,L9T-1Y2,43.522173,-79.893966
PICK QUICK SMOKE & VARIETY,4451 KINGSTON RD M1E-2N7 SCARBOROUGH,Daily Keno,08-Feb-2023,10000.0,M1E-2N7,43.76919028,-79.18800348
PIONEER GAS BAR,6802 COUNTY RD 10 L9R-1V2 ALLISTON,Lottario,24-Jun-2023,10000.0,L9R-1V2,44.242761,-79.851221
PIONEER ON THE RUN,1769 DUNDAS ST N5W-3E6 LONDON,Lottario,01-Jul-2023,10000.0,N5W-3E6,43.002377,-81.182964
PIONEER SNACK EXPRESS,248 THE QUEENSWAY  S L4P-2B1 KESWICK,Encore - Lotto Max,14-Jul-2023,10000.0,L4P-2B1,44.227399,-79.464924
PIONEER SNACK EXPRESS,8006 WELLINGTON 109 RD N0G-1A0 ARTHUR,Encore - 649,11-Mar-2023,10000.0,N0G-1A0,43.828113,-80.530512
PIONEER SNACK EXPRESS #221,3124 JEFFERSON BLVD N8T-3E8 WINDSOR,Encore - 649,29-Mar-2023,10000.0,N8T-3E8,42.295678,-82.941979
PIONEER SNOWBALL CORNERS GENERAL STORE,1494 WELLINGTON ST W L7B-1K5 KING CITY,Lottario,29-Apr-2023,10000.0,L7B-1K5,43.989526,-79.517405
PLAZA 100 TUCK SHOP,100 WELLESLEY ST E M4Y-1H5 TORONTO,Encore - Pick 4,30-Mar-2023,10000.0,M4Y-1H5,43.666544,-79.379187
RABBA #189,85 VICTORIA ST M5C-0A6 TORONTO,Daily Keno,30-Apr-2023,10000.0,M5C-0A6,43.651781,-79.377357
RABBA JARVIS,256 JARVIS ST M5B-2J4 TORONTO,WHEEL OF FORTUNE LOTTO,28-Feb-2023,10000.0,M5B-2J4,43.659384,-79.375678
RABBA QUEEN'S QUAY,252 QUEENS QUAY W M5J-1B5 TORONTO,Encore - Lotto Max,12-May-2023,10000.0,M5J-1B5,43.639384,-79.385369
RALPH & SONS DINER,3420 CARLING AVE K2H-5B1 NEPEAN,BINGO DBLR,31-2315,10000.0,K2H-5B1,45.352021,-75.835599
RALPH'S SERVICE CENTRE,236 MAIN ST N0G-1B0 ATWOOD,Lottario,15-Apr-2023,10000.0,N0G-1B0,43.666002,-81.02084
RAPID WAY,437 THOROLD RD L3C-3W4 WELLAND,Daily Keno,15-May-2023,10000.0,L3C-3W4,43.003395,-79.277097
RCS #2823 - STRATHROY,626 VICTORIA ST N7G-3C1 STRATHROY,Encore - Lotto Max,14-Jul-2023,10000.0,N7G-3C1,42.967129,-81.633897
RCS #512 - WASAGA BEACH,25 45TH ST S L9Z-1A7 WASAGA BEACH,Encore - Lotto Max,16-May-2023,10000.0,L9Z-1A7,44.473084,-80.073807
REOGATE CONVENIENCE,295 EGLINTON AVE E L4Z-3K6 MISSISSAUGA,Pick 4,23-Apr-2023,10000.0,L4Z-3K6,43.61376,-79.646106
REXALL #1504 - KING & ROSEHILL,438 KING ST W L1J-2K9 OSHAWA,Encore - Ontario 49,10-Jun-2023,10000.0,L1J-2K9,43.89438,-78.880373
REXALL #2100 - DERRY AND 10TH,3221 DERRY RD W L5N-7L7 MISSISSAUGA,Encore - 649,04-Feb-2023,10000.0,L5N-7L7,43.583215,-79.779055
REXALL #398 - MERIVALE & MEADOWLANDS,1595 MERIVALE RD K2G-3J4 NEPEAN,Encore - Lotto Max,09-May-2023,10000.0,K2G-3J4,45.352779,-75.732786
REXALL #6901 - WOODSTOCK,379 SPRINGBANK AVE N4T-1R3 WOODSTOCK,Encore - 649,31-May-2023,10000.0,N4T-1R3,43.14623,-80.737655
REXALL #6947 - ARNPRIOR,22 BASKIN DR E K7S-0E2 ARNPRIOR,Encore - Lotto Max,30-May-2023,10000.0,K7S-0E2,45.424014,-76.366881
ROCKWOOD LOTTO CENTRE,4141 DIXIE RD L4W-1V5 MISSISSAUGA,Daily Keno,29-May-2023,10000.0,L4W-1V5,43.62564,-79.604682
ROME'S YIG,44 GREAT NORTHERN RD P6B-4Y5 SAULT STE. MARI,Encore - Pick 3,21-Jun-2023,10000.0,P6B-4Y5,46.524037,-84.317174
ROYAL YORK SMOKE SHOP,1500 ROYAL YORK RD M9P-3B6 ETOBICOKE,Lottario,18-Mar-2023,10000.0,M9P-3B6,43.691965,-79.532159
SAM'S FOOD STORE,620 VAUGHAN RD M6C-2R5 YORK,Pick 4,13-Apr-2023,10000.0,M6C-2R5,43.69209,-79.440302
SAM'S MILK & VARIETY MART,462 BIRCHMOUNT RD M1K-1N8 SCARBOROUGH,Encore - 649,29-Apr-2023,10000.0,M1K-1N8,43.707187,-79.269776
SDM #1173 - GEORGIAN MALL,509 BAYFIELD ST L4M-4Z8 BARRIE,Lottario,04-Mar-2023,10000.0,L4M-4Z8,44.413368,-79.708194
SDM #1204 - HERITAGE HILL PLAZA,270 MUD ST W L8J-3Z6 STONEY CREEK,Encore - Lotto Max,10-Feb-2023,10000.0,L8J-3Z6,43.196715,-79.793145
SDM #1285 - CARLETON PLACE,315 MCNEELY AVE K7C-0A1 CARLETON PLACE,Encore - Lotto Max,31-Mar-2023,10000.0,K7C-0A1,45.14378,-76.130076
SDM #1306 - ARNPRIOR,55 ELGIN ST W K7S-1N6 ARNPRIOR,Lottario,20-May-2023,10000.0,K7S-1N6,45.433921,-76.355036
SDM #651 - BARRIE S.C.,165 WELLINGTON ST W L4N-1L7 BARRIE,Lottario,20-May-2023,10000.0,L4N-1L7,44.386297,-79.705382
SDM #795 - ROSE CITY PLAZA,825 ONTARIO RD L3B-5V6 WELLAND,Encore - 649,15-Feb-2023,10000.0,L3B-5V6,42.974935,-79.240125
SDM #936 - PAPE & COSBURN,1012 PAPE AVE M4K-3V9 EAST YORK,Daily Keno,17-Jun-2023,10000.0,M4K-3V9,43.6887,-79.3489
SDM #936 - PAPE & COSBURN,1012 PAPE AVE M4K-3V9 EAST YORK,Pick 4,06-Mar-2023,10000.0,M4K-3V9,43.6887,-79.3489
SDM #995 - CHARLOTTE & ALYMER,250 CHARLOTTE ST K9J-2V1 PETERBOROUGH,Encore - Lotto Max,12-May-2023,10000.0,K9J-2V1,44.303507,-78.32391
SHELBURNE FOODLAND,824 OJIBWAY RD L9V-3X9 SHELBURNE,Encore - Lotto Max,14-Jul-2023,10000.0,L9V-3X9,44.084392,-80.186826
SHELL,3330 KEELE ST M3J-1L5 NORTH YORK,Daily Keno,13-Jun-2023,10000.0,M3J-1L5,43.745144,-79.487132
SHELL,3550 QUEEN ST E L6P-3L2 BRAMPTON,Encore - 649,08-Feb-2023,10000.0,L6P-3L2,43.753954,-79.684552
SHELL,4926 BATHURST ST M2R-1X5 NORTH YORK,Pick 4,13-Mar-2023,10000.0,M2R-1X5,43.773327,-79.443463
SHELL GAS BAR,1974 AVENUE RD M5M-4A1 NORTH YORK,Lottario,08-Jul-2023,10000.0,M5M-4A1,43.73465,-79.420115
SHELL REGENT,1329 REGENT ST P3E-3Z1 SUDBURY,CROSSWORD,31-3235,10000.0,P3E-3Z1,46.462862,-81.010022
SHELL SELECT,408 HWY 7  E L4B-1A7 RICHMOND HILL,Pick 4,11-Mar-2023,10000.0,L4B-1A7,43.842668,-79.392569
SHELL SELECT,6731 KINGSTON RD M1B-1G9 SCARBOROUGH,Encore - 649,05-Apr-2023,10000.0,M1B-1G9,43.796945,-79.148583
SHELL SHOP,1294 6 HWY N L8N-2Z7 HAMILTON,Lotto 649,08-Jul-2023,10000.0,L8N-2Z7,43.31413735,-79.9202066
SILVERCITY FOOD MARKET,289 QUEEN MARY ST K1K-1X1 OTTAWA,Encore - Lotto Max,21-Apr-2023,10000.0,K1K-1X1,45.425341,-75.65305
SIMPLY GAS,136 EAST AVE P7A-8A4 THUNDER BAY,WHEEL OF FORTUNE LOTTO,09-Apr-2023,10000.0,P7A-8A4,42.251947,-84.19949
SMOKE & VARIETY,5 HILLCROFT DR L3S-1R6 MARKHAM,Encore - 649,15-Apr-2023,10000.0,L3S-1R6,43.830512,-79.279929
SMOKERS CORNER,1355 KINGSTON RD L1V-1B8 PICKERING,Lotto 649,01-Jul-2023,10000.0,L1V-1B8,43.835675,-79.086226
SOBEYS #4743 - BLOOR & ISLINGTON,3300 BLOOR ST W M8X-2X2 ETOBICOKE,Encore - Lotto Max,16-May-2023,10000.0,M8X-2X2,43.645494,-79.522014
SP&G,82 PENINSULA ROAD P0T-2E0 MARATHON,Encore - 649,06-May-2023,10000.0,P0T-2E0,48.726453,-86.376682
ST CLEMENTS FOOD TOWN,3650 LOBSINGER LINE N0B-2M0 ST CLEMENTS,Encore - Lotto Max,16-Jun-2023,10000.0,N0B-2M0,43.522921,-80.65491
ST. JAMESTOWN GIFT & VARIETY,240 WELLESLEY ST E M4X-1G5 TORONTO,Daily Keno,03-Jun-2023,10000.0,M4X-1G5,43.668211,-79.371773
STARSKY FINE FOODS MISSISSAUGA INC.,2040 DUNDAS ST E L4X-2X8 MISSISSAUGA,Encore - Ontario 49,18-Feb-2023,10000.0,L4X-2X8,43.622456,-79.568341
STEVEN'S YOUR INDEPENDENT GROCER,270 WELLINGTON ST P1L-1B9 BRACEBRIDGE,Encore - Daily Keno,15-Jul-2023,10000.0,P1L-1B9,45.042181,-79.324271
STRATFORD VARIETY,542 DOWNIE ST N5A-1Y2 STRATFORD,Daily Keno,19-Apr-2023,10000.0,N5A-1Y2,43.360418,-80.976916
SUE GAR VARIETY,5518 LAWRENCE AVE E M1C-3B2 SCARBOROUGH,Pick 4,16-May-2023,10000.0,M1C-3B2,43.779994,-79.13845
T & K VARIETY,1385 WESTON RD M6M-4S1 YORK,Pick 4,30-Mar-2023,10000.0,M6M-4S1,43.6913221,-79.5005624
T. DOT VARIETY STORE,4 MACDONELL AVE M6R-2A2 TORONTO,Encore - 649,15-Jul-2023,10000.0,M6R-2A2,43.6405122,-79.4381116
TELLY'S VARIETY,775 COLBORNE ST N3S-3S3 BRANTFORD,Lotto 649,08-Jul-2023,10000.0,N3S-3S3,43.143443,-80.226983
THE BARGAIN SHOP #53060,360 SCOTT ST P9A-1G9 FORT FRANCES,Encore - 649,22-Apr-2023,10000.0,P9A-1G9,48.610137,-93.393892
THE CORNER STORE,475 WESTNEY RD N L1T-3H4 AJAX,Pick 4,14-Jul-2023,10000.0,L1T-3H4,43.868079,-79.037984
THE TICKET SHOP,45 OVERLEA BLVD M4H-1C3 TORONTO,Encore - Lotto Max,06-Jun-2023,10000.0,M4H-1C3,43.705726,-79.346048
THE TICKET SHOP,6464 YONGE ST M2M-3X4 NORTH YORK,Pick 4,09-Jul-2023,10000.0,M2M-3X4,43.795849,-79.422372
THE TICKET SHOP,6464 YONGE ST M2M-3X4 NORTH YORK,Pick 4,26-Apr-2023,10000.0,M2M-3X4,43.795849,-79.422372
THE VILLAGE GENERAL STORE,743 FOURTH AVE L0K-1R0 PORT MCNICOLL,Pick 4,15-Mar-2023,10000.0,L0K-1R0,44.74730247,-79.80842192
TOTTENHAM MILK AND  VARIETY,1 QUEEN ST S L0G-1W0 TOTTENHAM,Encore - Lotto Max,28-Apr-2023,10000.0,L0G-1W0,44.022359,-79.805451
TOWN & COUNTRY MARKET,4033 HURONTARIO ST L4Z-0B8 MISSISSAUGA,Pick 4,23-Apr-2023,10000.0,L4Z-0B8,43.5946876,-79.6355814
UNI MARKET + CONVENIENCE,573 MAPLE AVE L7S-2E8 BURLINGTON,POWER UP,31-2368,10000.0,L7S-2E8,43.322306,-79.807682
VARIETY & MORE,336 YONGE ST L4N-4C8 BARRIE,Daily Keno,15-Feb-2023,10000.0,L4N-4C8,44.368943,-79.667458
VB NEIGHBOURHOOD VARIETY,155 MORNINGSIDE AVE M1E-3C8 SCARBOROUGH,Daily Keno,30-Apr-2023,10000.0,M1E-3C8,43.762431,-79.18314
VICKY'S CONVENIENCE,205 MARYCROFT AVE L4L-5X8 WOODBRIDGE,Daily Keno,08-Apr-2023,10000.0,L4L-5X8,43.784545,-79.565038
VICTORIA CONVENIENCE,113 VICTORIA AVE K8N-2A7 BELLEVILLE,Encore - 649,01-Jul-2023,10000.0,K8N-2A7,44.167953,-77.378171
VINCE'S MARKET UXBRIDGE,234 TORONTO ST S L9P-0C4 UXBRIDGE,Lottario,10-Jun-2023,10000.0,L9P-0C4,44.096902,-79.129922
WARDEN CONVENIENCE,2537 WARDEN AVE M1W-2H5 SCARBOROUGH,Daily Keno,30-Jun-2023,10000.0,M1W-2H5,43.79131944,-79.3134286
WESTDALE LOTTERY SERVICES,1151 DUNDAS ST W L5C-1C6 MISSISSAUGA,Daily Keno,26-Mar-2023,10000.0,L5C-1C6,43.557597,-79.645748
WILSON MYSTOP CONVENIENCE,1900 WILSON AVE M9M-1A8 NORTH YORK,Lotto 649,22-Jul-2023,10000.0,M9M-1A8,43.717021,-79.527248
WILSON MYSTOP CONVENIENCE,1900 WILSON AVE M9M-1A8 NORTH YORK,Pick 4,26-Mar-2023,10000.0,M9M-1A8,43.717021,-79.527248
ZEHRS #528 - CONESTOGA,555 DAVENPORT RD N2L-6L2 WATERLOO,CASH IN,31-2367,10000.0,N2L-6L2,43.497419,-80.525304
ZEHRS #560 - LAURENTIAN P.C,750 OTTAWA ST S N2E-1B6 KITCHENER,Encore - 649,18-Mar-2023,10000.0,N2E-1B6,43.423761,-80.487539
